index,feature1,feature2,feature3
190,-3.206616494,1.221669968,-1.920079862
191,1.613110467,-1.846220247,-0.652858732
192,0.570369595,-1.521085466,0.236948321
193,1.221015722,-1.854910989,-1.081265686
194,0.097674313,-0.33282785,-1.451130377
195,3.038252203,-2.619993182,-0.77071489
196,7.528113926,15.86939683,-2.014991382
197,-4.026112763,1.103196602,-0.929041036
198,6.501320451,-1.692089965,-0.249519552
199,-1.363402266,0.276499102,-0.251555615
200,1.23408669,-1.931757566,-0.725086587
201,5.573623141,7.693802221,-3.381350841
202,0.151475507,8.092553532,-2.499145245
203,0.055902612,-1.574091752,-0.56414886
204,3.960705258,-0.741510486,-0.77311441
205,3.363594069,-0.746393751,-2.439228454
206,0.90429252,-0.922451772,1.39556117
207,6.16368498,9.05317437,-3.486849877
208,-3.5467436,0.732909261,-1.095168785
209,-0.914010373,-1.222208485,-0.378393059
210,1.961279345,-1.205608889,-0.129680249
211,-1.626920844,0.000307208,0.58128693
212,6.480126392,-3.006038263,1.882044518
213,2.447803756,0.73849775,-0.075758635
214,-0.662476514,-0.096769216,-1.64395466
215,7.591375215,11.29744429,-3.969189477
216,3.305188427,-1.205778026,-0.068636395
217,-2.116529127,-1.078425877,-0.206849867
218,4.242615868,-3.301592635,0.057730735
219,6.476312441,8.06672802,-2.382238513
220,-1.634388384,0.570018661,-1.084101996
221,4.130903934,-2.007174178,-2.010552597
222,1.487878758,-1.379383704,-0.672192621
223,-4.260718122,0.759227025,-0.30781518
224,-0.465525993,-0.090970728,0.24754402
225,1.387687201,8.697152223,-2.809168629
226,2.090006475,-1.175475875,-0.690802774
227,4.771477163,-2.532292601,-1.238623574
228,4.072247483,-1.118607127,-0.355458319
229,3.660289214,-2.454796726,-0.582706986
230,3.594045863,8.236638091,-3.234953248
231,-0.120940358,-1.892184935,-0.892707988
232,-0.204133515,-0.973908713,-0.82336428
233,-0.179368696,-1.105393222,-0.256461331
234,0.024132227,-1.461808782,0.161381861
235,3.169756171,-0.91294596,-3.144528267
236,3.597193814,-1.487102519,-0.503375133
237,1.346543575,-0.40252601,-1.089911638
238,-3.179909179,-0.03015352,-0.354253796
239,-1.36057157,9.037283293,-2.388680283
240,2.680439299,-0.990290183,-0.207535805
241,8.049108743,6.666112931,-2.063698156
242,1.520456516,-1.240685837,0.371753593
243,0.422298472,8.95725845,-1.303969988
244,-2.637890362,-0.942528345,-0.919542736
245,-2.009315747,-0.156275974,-0.597213526
246,2.950297577,-0.14339331,2.139502524
247,-2.249599614,1.212217646,-1.755939599
248,-1.028516017,0.28008959,-1.502853392
249,-4.524110822,1.122224211,-0.590365931
250,-1.254570481,-0.490656789,-1.019835827
251,-1.466994896,-0.945021175,-1.012236797
252,5.864421613,-2.250339466,-0.024138235
253,3.516642966,-0.936124991,-0.566556129
254,0.807933936,1.110437869,-0.576166553
255,2.348720246,-3.278575089,-0.274223987
256,0.926402947,-0.416851671,-1.397885907
257,-0.310719644,8.150636501,-2.337240084
258,4.818464902,-2.306290393,0.201216682
259,-0.581397172,8.80438014,-2.509297522
260,3.439388403,9.23837991,-0.459912725
261,5.706358966,7.76468286,-0.677213833
262,4.209391487,-1.67514883,-0.334233932
263,4.45932613,3.674872289,-5.324077538
264,-2.015063558,2.012098761,-2.279971272
265,2.628203613,-0.261413148,-1.143595193
266,2.887518814,8.96304696,-4.317332786
267,-2.347813345,-0.30802531,-0.532062334
268,-1.437428469,-0.655729143,0.398282703
269,7.705950168,15.41118474,-3.791524637
270,-1.660967644,-0.132759299,-0.862624497
271,-4.580812805,1.36096279,-0.706882012
272,5.582812131,7.765836639,-2.738051295
273,1.794601161,8.38059262,-3.620238704
274,4.387895196,9.961951224,-2.400761632
275,5.892453404,7.936934061,-4.135755678
276,2.073975689,0.272416853,-0.878068006
277,4.608450219,8.061787947,-2.494739667
278,-1.483884065,0.632561322,-2.700015699
279,4.523705061,-1.082456345,-0.642666022
280,2.475041833,-0.905821292,-0.84791263
281,-4.037059081,0.451549736,-0.904176145
282,0.859567029,-0.102870793,-2.595496478
283,-0.285394247,-0.182404305,-0.133733875
284,1.284728288,1.198599958,-1.743918887
285,-1.98492578,1.005622049,-0.690139041
286,2.183698496,-2.470781706,-0.355822331
287,2.158600633,-1.092739726,-1.251374062
288,2.798836375,-1.61680415,-1.213055228
289,3.078770283,-2.263685352,-0.167933962
290,-1.130639959,-0.443105677,-0.228344939
291,5.843928483,-3.171462138,-0.210796511
292,4.739594063,-2.01211399,-1.064292255
293,5.225422704,-2.571202656,-1.018044074
294,1.957558751,-1.632016405,-1.683866365
295,-2.028675748,-0.273086786,-1.37634322
296,0.968284355,-1.55537155,-1.063219695
297,-1.39835699,-0.449605142,-0.256129864
298,-4.266471177,0.6838645,-0.430727781
299,3.528672447,-0.733823539,-1.398309893
300,5.487320463,-3.288610136,-0.815167787
301,-0.801621295,-1.003022146,-0.54866644
302,-3.319021185,0.505453055,0.204099558
303,4.551905438,8.099723126,-1.986254436
304,0.981550423,8.8397162,-2.342961716
305,-4.542002099,1.074478087,-0.345242788
306,4.18514628,-0.367753076,-1.229686548
307,-1.9053632,-0.709231624,0.009088851
308,0.091464209,8.402136877,-2.133601715
309,4.207856654,-2.245510376,-1.029023226
310,3.209941332,-0.624382572,-0.35907033
311,6.663639007,15.91770606,-3.611025639
312,0.432609729,-0.811443577,0.381546493
313,-2.318638234,0.107532009,-1.234542224
314,0.001563939,-1.234848968,-0.679007727
315,2.057193779,-0.708549035,-1.028618453
316,-2.096577774,0.283727219,-0.27354917
317,-3.798503193,1.071370326,-0.567219925
318,5.051959201,-1.916103467,-0.342084081
319,0.129186079,-1.783453288,-0.450244045
320,5.271494303,-2.031766282,-0.936745995
321,7.287566263,15.44946655,-4.194561692
322,-0.749053695,-0.273036123,-1.191966119
323,3.092341726,8.69715379,-3.290929175
324,-1.119701552,-0.969628754,-1.092165019
325,-0.587378918,-0.721353937,-0.890336101
326,0.33603238,10.7646644,-3.475497719
327,0.526673938,-0.67429607,-0.204091372
328,3.036131499,-1.470165899,-0.204100415
329,4.532116955,-0.332034289,3.256426291
330,-0.64713522,-2.150672602,-0.318289135
331,3.524162373,6.79191792,-1.966576889
332,5.313154614,-0.672112114,-2.002831114
333,5.519916998,-2.116300368,-0.778558645
334,-0.613290624,1.391627654,-0.052015242
335,-0.77765372,9.108899617,-1.684401221
336,3.195105513,11.40600502,-2.273408891
337,-0.788157243,-0.646876191,0.361042838
338,1.956323419,-1.254901571,-0.563361461
339,5.905228611,-3.795598927,-0.20638126
340,5.617781821,-2.712447481,1.092499267
341,-0.925520604,9.479842635,-3.239846287
342,1.319788276,8.780940143,-1.594439595
343,1.863022329,8.146290343,-2.353576081
344,-5.037651733,0.672227799,-0.462935008
345,-1.498541757,-0.187219533,0.023405721
346,3.299291052,0.449449143,-2.54002328
347,-0.589244985,-1.63988143,-0.599154526
348,-3.18466092,0.862733807,-1.474371516
349,1.222475566,-0.503407707,-0.144548805
350,-1.320475679,-0.624195004,0.2207046
351,-0.155512692,9.832615191,-2.192546464
352,-0.243716879,8.773386407,-2.932996636
353,-4.644109623,1.554704305,-1.702233418
354,1.621669088,9.990076788,-4.364134278
355,-2.311348563,-0.279113022,-0.695852531
356,2.042780297,8.55673848,-2.459505688
357,0.320251677,-2.521889,-0.544846911
358,7.640310488,8.641307671,4.128478026
359,3.394042407,-3.027982217,-0.524914085
360,-3.083724538,-0.339843164,-0.235175258
361,4.909674538,-2.932596117,-0.44077211
362,4.515858271,-1.341696644,-1.486910232
363,4.611992786,6.375786936,-2.578033862
364,2.202514437,-1.437213968,-0.094901227
365,1.73831585,-0.132036089,-2.160188642
366,-0.833808188,-0.810392407,-0.701215864
367,4.751245776,-3.704508216,-0.084426011
368,3.42172707,-2.429914638,-0.278176846
369,-2.471618207,0.38266642,-0.470235404
370,4.081417175,0.645920897,-3.165238608
371,1.634946858,8.824107891,-3.473184071
372,3.403599701,10.20541495,1.835431007
373,2.431660477,-1.405361633,-0.519345655
374,-0.991265676,0.480225161,-1.983304775
375,-3.151779346,0.809805826,-1.77013768
376,6.547007693,-0.163457788,4.830041175
377,2.996358752,-2.282671497,-1.15080017
378,-2.726615283,0.262748867,-0.353534837
379,1.222632816,-0.050465058,0.648497152
380,-2.283343359,1.219402413,-0.194858485
381,1.341171926,-1.690000251,-0.062483678
382,2.993254173,7.974648909,-3.280868703
383,-2.43145037,0.082834815,0.10412227
384,3.515090043,8.750586054,-0.866191656
385,1.945790857,8.040630543,-1.980471777
386,2.081083196,8.126788018,-2.573578003
387,4.272550444,7.378772132,-1.853289025
388,1.046181335,-1.26678455,-0.59677937
389,6.715463641,7.70154509,-4.523591022
390,3.597051399,-0.172158504,-1.53867352
391,5.435516523,-2.52457169,-1.433523898
392,4.832698022,7.175731099,-2.007029071
393,0.702119287,-1.109823086,-0.701026248
394,0.620444929,-0.439867002,-1.612160718
395,3.720572682,7.70148376,-1.144375266
396,2.913077436,9.532925458,-2.538061514
397,6.914947052,8.71702592,-2.330516849
398,1.124211213,-1.76040453,-0.733444903
399,2.755053645,-1.989075748,-0.008048763
400,-0.054524054,-0.263533142,-0.701932515
401,4.549372817,-1.943471091,0.732723217
402,3.273641783,-2.28709328,-0.205642001
403,0.66696186,7.233246211,-2.136224569
404,-0.482174713,9.054327332,-1.225815175
405,-1.597380414,8.463923978,-2.693465871
406,-2.991773176,0.240809557,-1.03518486
407,-3.013714544,1.977877015,-2.10976444
408,-1.276152136,-1.68890079,-1.326391095
409,5.391048236,10.70164304,-4.048111969
410,-1.844683029,-0.402505638,-0.521349775
411,0.78410237,-1.115188967,-0.141585661
412,-1.626148454,-0.620572204,-0.541906756
413,1.957969117,-0.306458163,-1.096252606
414,-0.97317621,8.577440592,-2.727446934
415,-4.048960445,0.835371741,-0.716299598
416,-0.578468785,-0.447645641,-0.738716805
417,-1.41986889,0.054101676,-1.224916071
418,6.36442455,6.242566871,-1.879935411
419,-2.737100092,-0.124625991,0.00394929
420,-3.561328944,-1.4902942,-0.026685856
421,-2.44978268,-1.803367377,0.513090667
422,-5.299119401,0.076597754,-0.300222092
423,5.031521475,-4.902566569,0.370183947
424,-2.034139871,-1.013870352,0.280068633
425,6.502058612,-3.237353607,2.133239083
426,-5.537775346,0.799802328,0.326059706
427,-4.415561651,-0.805185907,0.142638786
428,-3.270628935,-0.397006982,0.006675301
429,4.776753933,-2.936176846,0.265826775
430,-5.156795518,-0.475410273,0.219485346
431,6.761869853,8.697210991,-5.351960306
432,5.706110244,6.262952381,-1.995637991
433,-3.080673007,0.63529397,-1.569211091
434,4.854833746,-4.237065953,-0.40720894
435,-2.023690196,-2.140121492,-0.572736153
436,2.720342345,-3.553545313,-0.457686382
437,1.436113449,-4.716859464,0.655816797
438,-1.459040139,-1.130858458,0.522204566
439,4.472322684,5.716286617,-1.233578748
440,-5.377622314,0.034976954,-0.005914848
441,-4.398383048,-0.370243193,0.491561963
442,-0.272230827,9.71461456,-1.001080711
443,-3.72610937,-0.639692756,0.177479948
444,2.642648925,6.838800038,-2.318635706
445,-2.41517284,-1.503588294,0.37442589
446,-3.164202421,-1.154719698,0.143708327
447,3.820833233,3.973553872,-1.741493339
448,-1.672327186,-1.673835426,0.36184634
449,6.581453064,8.01813215,-2.489307236
450,-4.38336104,-0.685377037,0.00868085
451,-3.266175381,-0.948548764,0.567803087
452,1.339140498,-2.450709561,2.09671194
453,-3.233701371,-0.753870209,0.345156366
454,0.635310383,-2.94306599,0.206392664
455,-4.607703845,0.756396828,-1.071435184
456,-2.019763422,-0.549775736,-0.05051604
457,3.577870315,-2.769194319,-0.109466324
458,5.206533659,-2.148661353,2.671314359
459,3.612310926,-2.092900044,1.558894322
460,-5.236293006,-0.109696853,0.53045395
461,7.178863987,5.171433218,-0.787963033
462,-4.61559445,0.100969041,-0.257286535
463,-0.754199505,-2.326428005,0.291085076
464,-3.908775422,-0.212011136,0.386936003
465,5.493778167,-4.982792627,1.047520122
466,0.419479845,0.086907712,-0.327081187
467,-5.192894608,0.059076269,-0.415177826
468,-0.151110156,-1.548872893,-0.096919516
469,-1.087007133,-1.392635258,0.081385486
470,-2.589750741,-1.474043345,0.515146225
471,0.006828405,-1.830529475,-0.222841791
472,-5.915041759,0.612258852,-0.070616103
473,-0.401094157,-1.724678639,1.340656274
474,-0.131244589,-2.378784845,-0.028547067
475,1.378043056,-2.811928201,0.075137723
476,-2.254323745,-1.69076282,0.430531645
477,-2.185880567,-1.030863497,-0.267726191
478,2.64280907,0.116366516,1.320310414
479,3.898034483,-3.134408156,2.208057194
480,-3.622582967,-0.686360953,1.455202041
481,5.168078668,-3.208599802,1.054004591
482,-4.844724946,-0.742333766,0.024906242
483,6.36187578,-5.139000647,0.191920512
484,0.107682221,-2.50262589,0.581106088
485,0.43908402,-2.738996637,0.818235734
486,2.3733667,-3.821275092,0.169821726
487,3.325612229,-1.42720334,0.398295045
488,3.34534553,-1.836993669,0.482807558
489,3.295669849,-3.006861463,-0.356201377
490,5.691990433,-3.532855278,0.208214717
491,-4.512399296,-0.842661219,-0.041110881
492,-2.790434872,-1.067197828,0.066653606
493,-4.763229101,-0.348998438,0.564509545
494,-1.880745733,7.775721485,-1.833537128
495,2.850420698,0.353859362,-1.354094421
496,-3.358558039,0.989711328,-0.239808851
497,5.513876595,-3.604866352,0.496586178
498,-0.080145274,-2.110670674,0.825301483
499,0.37253179,-1.543014139,-0.10826606
500,-1.745495194,-0.674707467,0.908478609
501,4.196539566,-2.419960929,-1.129916527
502,-2.455748949,-2.036099398,-0.051678492
503,-4.920899378,0.211351582,0.379896376
504,-1.544132788,-1.160448872,-0.384899111
505,0.8144993,8.021160136,-1.903929886
506,2.315952726,-3.021902739,0.660952159
507,4.95020149,-1.609591897,0.203305056
508,-3.950897239,-0.268412441,0.263599051
509,-2.848755829,-0.320943112,1.918073134
510,6.072496001,-3.123178319,0.271723242
511,6.547583964,-4.412771464,0.524166961
512,-3.779427222,-0.076982148,-0.25507483
513,-0.80725481,8.022853719,-1.80809564
514,-1.974957026,0.132252735,0.484467649
515,-4.093895287,-0.258442803,0.126427719
516,2.260102144,-0.720968676,-1.954185428
517,7.635060135,6.57189246,-1.256291432
518,-3.97336086,-0.078194021,0.98774372
519,-1.767226103,-1.203509384,0.079463046
520,1.342040081,-1.74430537,0.003746742
521,2.119778565,9.454338329,-3.454553755
522,0.226578131,-0.380032684,0.123102076
523,6.390228717,-1.538633633,-0.491206924
524,3.758091489,-3.885109456,0.101054761
525,5.58048053,-2.221365022,0.201077382
526,5.406031773,-3.760728008,0.502490465
527,1.281021749,-3.860064074,0.100170735
528,0.834051642,-2.07376468,0.841685322
529,2.492353496,-2.728356609,0.786636226
530,3.839135407,-3.314180507,-0.270435826
531,5.264615311,7.370855689,-3.269766359
532,-2.072067299,-1.264517053,-0.010939561
533,1.661581176,-3.115689341,-0.61622447
534,-3.616642617,-0.610864629,0.787632368
535,-6.287066162,0.661795138,-0.123026509
536,-3.809282896,0.174123469,0.293246425
537,-1.616333458,0.578612395,-1.117825109
538,5.232695852,-2.800768412,1.349060711
539,4.655618734,-3.340905386,0.775304438
540,6.485199037,-4.037661808,1.04725532
541,2.217590307,-2.471918146,0.613793937
542,2.924174542,-0.819859954,0.625533053
543,-2.929284686,-0.65986998,-0.470994187
544,-4.821118231,0.01033192,0.279591923
545,6.441635245,-3.007182252,-0.136681623
546,6.906677675,-3.421880063,0.769990772
547,0.518606896,-0.145778795,1.913492494
548,-1.275071894,-1.085210307,0.581185172
549,-0.24597994,-1.093622556,-0.02874935
550,3.033714769,8.483063788,-0.400001982
551,0.036252991,8.220273626,-1.708649026
552,-5.901829354,0.051314815,0.00379482
553,0.988004608,-1.035561431,-1.808915758
554,-1.405527964,-2.032415159,1.603863125
555,-1.640684777,-1.11247085,0.029437432
556,0.867543314,-0.996633774,4.524919527
557,-2.269320882,-1.419344079,0.999566566
558,1.601121764,-2.017519926,0.961001326
559,-4.11047795,-0.69176875,0.397979937
560,4.923678736,-2.973924646,-0.344487757
561,4.457756696,-2.42661272,2.324497605
562,-3.07014083,-1.06379768,0.408280015
563,-5.746599019,0.230193873,0.156849769
564,-3.480015831,-0.71798881,0.021500102
565,-3.095326409,-1.422598984,0.342269795
566,-0.107580345,-0.924100725,-0.44961637
567,-2.8381867,0.165712016,-0.38938778
568,1.284840208,-1.614404562,-0.851411933
569,5.265393136,5.421348586,1.195708732
570,-2.607746009,0.156212225,0.169767755
571,6.465083055,-3.275437923,0.628849983
572,3.861085918,-3.754453654,0.142576563
573,-5.290160352,-0.438356538,0.743334399
574,-3.782894908,0.391092572,-0.37367932
575,2.094646593,-1.172691832,1.866756043
576,-3.703488532,-0.847142751,0.01961574
577,4.980726965,-3.710658586,0.926410919
578,3.236844974,-3.564005374,2.254059753
579,-1.964548494,0.689372934,0.070818925
580,4.309729061,-1.346025709,-0.91727093
581,-3.891276351,-1.185152642,0.670377525
582,-1.854042598,-0.642196265,0.252033616
583,-0.406141683,-1.819526467,0.991011296
584,-5.114712845,0.185980834,-0.283140741
585,4.636398542,-0.953486614,-0.816972312
586,-2.652557775,-0.733482687,0.298454689
587,-4.034167503,-0.884275521,0.188654043
588,6.197512941,-4.871883702,1.084684476
589,-1.461058085,-1.556830125,-0.365583804
590,-0.755819075,-0.192270832,1.469212873
591,-1.69766699,-1.482800337,-0.121937045
592,0.760057936,-1.673830931,0.437889829
593,-5.015827204,-0.317236071,0.0421192
594,-1.391422173,0.125713189,0.492390141
595,0.815473757,-2.471358304,1.5437507
596,0.091308849,-1.219451136,0.178545113
597,5.25424173,-0.732599139,-0.321742343
598,-3.775671725,1.031775031,-1.734130363
599,-0.217318892,-1.20851296,0.61204209
600,-3.857180796,0.318474803,1.561321564
601,-1.685535722,-0.382256212,-1.590713291
602,1.475886799,-1.329285284,0.050233551
603,-4.173925011,-0.78729865,0.146046049
604,-2.418174571,-1.155999246,0.590225361
605,-4.655522068,-0.567903514,0.733970689
606,-6.32218946,0.317473449,0.302725551
607,1.672570655,-0.434376211,0.560888028
608,0.793246511,-2.870781319,0.400482345
609,0.712604615,-2.228880993,-0.287175788
610,-2.841060914,8.777071516,-1.481737475
611,4.919021705,-1.774255887,0.372105564
612,-2.153289646,-0.924164527,-0.101474817
613,-1.820621053,-0.755052464,0.614955403
614,-4.667191454,-0.548989025,-0.011413544
615,4.537891017,-4.097034833,0.440165562
616,6.135846998,-1.007561031,1.478084327
617,-3.336928716,-1.22585472,1.038573686
618,1.798793091,-2.92253665,0.637682522
619,-5.900537495,0.568675071,-0.244761551
620,-2.230888995,-1.211049596,0.462389442
621,1.527887074,-2.605583184,-0.279825831
622,1.28062484,-1.07184552,-0.226301165
623,0.902055418,-2.507161248,0.060107272
624,-4.495711739,0.646228459,-0.206973435
625,2.93268701,-1.400468267,1.745019082
626,-6.235036494,0.097980965,0.037442029
627,-1.655499324,-0.4040057,-0.219956581
628,-4.421632497,-0.929842956,-0.07431646
629,0.344963535,-1.860451821,1.124696667
630,-2.784801234,-0.817317207,0.233567836
631,-2.922826077,-0.208378594,0.77675513
632,1.94430215,-2.565980755,-0.151899293
633,-0.575174902,-0.617175533,1.116546703
634,-2.744310553,-1.40670785,0.205247815
635,5.14318692,-3.602087142,1.907939519
636,-0.193890368,-1.049166986,0.476611313
637,3.243761435,-1.661314307,-0.179881992
638,5.779220148,-4.274817316,0.504050114
639,2.950784564,-3.024531914,2.042332532
640,-2.890981558,0.244766354,0.989408667
641,-0.543065468,8.820332392,-2.268858698
